#hmm_acc	iso_type	hmm_name	hmm_com_name	hmm_len	trusted_cutoff	noise_cutoff	trusted_cutoff2	noise_cutoff2
TIGR01264	equivalog	tyr_amTase_E	tyrosine aminotransferase	415	600.00	150.00	600.00	150.00
TIGR01265	subfamily	tyr_nico_aTase	tyrosine/nicotianamine aminotransferases	424	200.00	160.00	200.00	160.00
TIGR01266	equivalog	fum_ac_acetase	fumarylacetoacetase	436	400.00	-100.00	400.00	-100.00
TIGR01267	equivalog	Phe4hydrox_mono	phenylalanine-4-hydroxylase	251	300.00	140.00	300.00	140.00
TIGR01268	equivalog	Phe4hydrox_tetr	phenylalanine-4-hydroxylase	445	950.00	860.00	950.00	860.00
TIGR01269	equivalog	Tyr_3_monoox	tyrosine 3-monooxygenase	463	900.00	700.00	900.00	700.00
TIGR01270	equivalog	Trp_5_monoox	tryptophan 5-monooxygenase	499	1000.00	750.00	1000.00	750.00
TIGR01271	equivalog	CFTR_protein	cystic fibrosis transmembrane conductor regulator (CFTR)	1534	2000.00	700.00	2000.00	700.00
TIGR01272	subfamily	gluP	glucose/galactose transporter WARNING	322	220.00	200.00	220.00	200.00
TIGR01273	equivalog	speA	arginine decarboxylase	657	550.00	0.00	550.00	0.00
TIGR01274	equivalog	ACC_deam	1-aminocyclopropane-1-carboxylate deaminase	352	400.00	250.00	400.00	250.00
TIGR01275	subfamily	ACC_deam_rel	pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family	339	320.00	220.00	320.00	220.00
TIGR01276	equivalog	thiB	thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein	326	350.00	180.00	350.00	180.00
TIGR01277	equivalog	thiQ	thiamine ABC transporter, ATP-binding protein	213	275.00	220.00	275.00	220.00
TIGR01278	equivalog	DPOR_BchB	light-independent protochlorophyllide reductase, B subunit	562	600.00	-150.00	600.00	-150.00
TIGR01279	equivalog	DPOR_bchN	light-independent protochlorophyllide reductase, N subunit	458	500.00	-150.00	500.00	-150.00
TIGR01280	equivalog	xseB	exodeoxyribonuclease VII, small subunit	69	55.00	0.00	55.00	0.00
TIGR01281	equivalog	DPOR_bchL	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein	275	450.00	240.00	450.00	240.00
TIGR01282	equivalog	nifD	nitrogenase molybdenum-iron protein alpha chain	521	900.00	475.00	900.00	475.00
TIGR01283	equivalog	nifE	nitrogenase MoFe cofactor biosynthesis protein NifE	470	600.00	400.00	600.00	400.00
TIGR01284	subfamily	alt_nitrog_alph	nitrogenase alpha chain	468	535.00	350.00	535.00	350.00
TIGR01285	equivalog	nifN	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN	451	310.00	250.00	310.00	250.00
TIGR01286	equivalog	nifK	nitrogenase molybdenum-iron protein beta chain	526	300.00	250.00	300.00	250.00
TIGR01287	equivalog	nifH	nitrogenase iron protein	278	550.00	220.00	550.00	220.00
TIGR01288	equivalog	nodI	nodulation ABC transporter NodI	303	500.00	260.00	500.00	260.00
TIGR01289	equivalog	LPOR	light-dependent protochlorophyllide reductase	321	400.00	100.00	400.00	100.00
TIGR01290	equivalog	nifB	nitrogenase cofactor biosynthesis protein NifB	461	300.00	-50.00	300.00	-50.00
TIGR01291	subfamily	nodJ	ABC-2 type transporter, NodJ family	253	200.00	0.00	200.00	0.00
TIGR01292	equivalog	TRX_reduct	thioredoxin-disulfide reductase	321	450.00	300.00	450.00	300.00
TIGR01293	subfamily	Kv_beta	voltage-dependent potassium channel beta subunit	338	500.00	200.00	500.00	200.00
TIGR01294	equivalog	P_lamban	phospholamban	52	50.00	12.00	50.00	12.00
TIGR01295	subfamily	PedC_BrcD	putative bacteriocin transport accessory protein	122	100.00	10.00	100.00	10.00
TIGR01296	equivalog	asd_B	aspartate-semialdehyde dehydrogenase	350	350.00	220.00	350.00	220.00
TIGR01297	superfamily	CDF	cation diffusion facilitator family transporter	294	45.00	-17.00	45.00	-17.00
TIGR01298	equivalog	RNaseT	ribonuclease T	201	250.00	0.00	250.00	0.00
TIGR01299	subfamily	synapt_SV2	synaptic vesicle protein SV2	742	500.00	50.00	500.00	50.00
TIGR01300	subfamily	CPA3_mnhG_phaG	monovalent cation/proton antiporter, MnhG/PhaG subunit	99	50.00	0.00	50.00	0.00
TIGR01301	subfamily	GPH_sucrose	sucrose/H+ symporter	489	400.00	120.00	400.00	120.00
TIGR01302	equivalog	IMP_dehydrog	inosine-5'-monophosphate dehydrogenase	476	600.00	180.00	600.00	180.00
TIGR01303	hypoth_equivalog	IMP_DH_rel_1	IMP dehydrogenase family protein	476	500.00	375.00	500.00	375.00
TIGR01304	hypoth_equivalog	IMP_DH_rel_2	IMP dehydrogenase family protein	376	300.00	-25.00	300.00	-25.00
TIGR01305	equivalog	GMP_reduct_1	guanosine monophosphate reductase	343	600.00	200.00	600.00	200.00
TIGR01306	equivalog	GMP_reduct_2	guanosine monophosphate reductase	321	600.00	200.00	600.00	200.00
TIGR01307	equivalog	pgm_bpd_ind	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	529	225.00	-250.00	225.00	-250.00
TIGR01308	equivalog	rpmD_bact	ribosomal protein L30	55	35.00	25.00	35.00	25.00
TIGR01309	equivalog	L30P_arch	ribosomal protein L30P	160	180.00	55.00	180.00	55.00
TIGR01310	subfamily	L7	60S ribosomal protein L7	248	300.00	-50.00	300.00	-50.00
TIGR01311	equivalog	glycerol_kin	glycerol kinase	518	750.00	0.00	750.00	0.00
TIGR01312	equivalog	XylB	xylulokinase	494	380.00	340.00	380.00	340.00
TIGR01313	subfamily	therm_gnt_kin	carbohydrate kinase, thermoresistant glucokinase family	175	100.00	-50.00	100.00	-50.00
TIGR01314	equivalog	gntK_FGGY	gluconate kinase	506	800.00	300.00	800.00	300.00
TIGR01315	subfamily	5C_CHO_kinase	FGGY-family pentulose kinase	574	300.00	85.00	300.00	85.00
TIGR01316	equivalog	gltA	glutamate synthase (NADPH), homotetrameric	462	550.00	400.00	550.00	400.00
TIGR01317	subfamily_domain	GOGAT_sm_gam	glutamate synthase, NADH/NADPH, small subunit	517	425.00	240.00	425.00	240.00
TIGR01318	subfamily_domain	gltD_gamma_fam	glutamate synthase, small subunit	480	500.00	300.00	500.00	300.00
TIGR01319	subfamily	glmL_fam	conserved hypothetical protein	463	150.00	-25.00	150.00	-25.00
TIGR01320	equivalog	mal_quin_oxido	malate dehydrogenase (acceptor)	487	600.00	-200.00	600.00	-200.00
TIGR01321	equivalog	TrpR	trp operon repressor	95	50.00	-25.00	50.00	-25.00
TIGR01322	subfamily	scrB_fam	sucrose-6-phosphate hydrolase	475	350.00	310.00	350.00	310.00
TIGR01323	equivalog	nitrile_alph	nitrile hydratase, alpha subunit	193	325.00	300.00	325.00	300.00
TIGR01324	equivalog	cysta_beta_ly_B	cystathionine beta-lyase	389	375.00	225.00	375.00	225.00
TIGR01325	equivalog	O_suc_HS_sulf	O-succinylhomoserine sulfhydrylase	386	650.00	480.00	650.00	480.00
TIGR01326	subfamily	OAH_OAS_sulfhy	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	434	620.00	580.00	620.00	580.00
TIGR01327	equivalog	PGDH	phosphoglycerate dehydrogenase	535	400.00	50.00	400.00	50.00
TIGR01328	equivalog	met_gam_lyase	methionine gamma-lyase	392	700.00	540.00	700.00	540.00
TIGR01329	equivalog	cysta_beta_ly_E	cystathionine beta-lyase	415	650.00	475.00	650.00	475.00
TIGR01330	equivalog	bisphos_HAL2	3'(2'),5'-bisphosphate nucleotidase	382	250.00	20.00	250.00	20.00
TIGR01331	equivalog	bisphos_cysQ	3'(2'),5'-bisphosphate nucleotidase	263	250.00	70.00	250.00	70.00
TIGR01332	equivalog	cyt_b559_alpha	cytochrome b559, alpha subunit	80	95.00	0.00	95.00	0.00
TIGR01333	equivalog	cyt_b559_beta	cytochrome b559, beta subunit	43	59.50	16.00	59.50	16.00
TIGR01334	hypoth_equivalog	modD	modD protein	277	120.00	90.00	120.00	90.00
TIGR01335	equivalog	psaA	photosystem I core protein PsaA	754	720.00	710.00	720.00	710.00
TIGR01336	equivalog	psaB	photosystem I core protein PsaB	742	800.00	740.00	800.00	740.00
TIGR01337	equivalog	apcB	allophycocyanin, beta subunit	170	310.00	200.00	310.00	200.00
TIGR01338	equivalog	phycocy_alpha	phycocyanin, alpha subunit	161	335.00	320.00	335.00	320.00
TIGR01339	equivalog	phycocy_beta	phycocyanin, beta subunit	171	345.00	315.00	345.00	315.00
TIGR01340	equivalog	aconitase_mito	aconitate hydratase, mitochondrial	761	1250.00	325.00	1250.00	325.00
TIGR01341	equivalog	aconitase_1	aconitate hydratase 1	896	1250.00	0.00	1250.00	0.00
TIGR01342	hypoth_equivalog	acon_putative	putative aconitate hydratase	658	800.00	350.00	800.00	350.00
TIGR01343	subfamily	hacA_fam	homoaconitate hydratase family protein	432	400.00	375.00	400.00	375.00
TIGR01344	equivalog	malate_syn_A	malate synthase A	522	700.00	-335.00	700.00	-335.00
TIGR01345	equivalog	malate_syn_G	malate synthase G	726	1250.00	0.00	1250.00	0.00
TIGR01346	equivalog	isocit_lyase	isocitrate lyase	542	250.00	-50.00	250.00	-50.00
TIGR01347	equivalog	sucB	dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex	435	425.00	275.00	425.00	275.00
TIGR01348	equivalog	PDHac_trf_long	dihydrolipoyllysine-residue acetyltransferase	655	600.00	300.00	600.00	300.00
TIGR01349	equivalog	PDHac_trf_mito	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	584	550.00	175.00	550.00	175.00
TIGR01350	equivalog	lipoamide_DH	dihydrolipoyl dehydrogenase	481	425.00	405.00	425.00	405.00
TIGR01351	subfamily	adk	adenylate kinases	232	250.00	200.00	250.00	200.00
TIGR01352	subfamily_domain	tonB_Cterm	TonB family C-terminal domain	81	10.00	-15.50	10.00	-15.50
TIGR01353	subfamily	dGTP_triPase	putative dGTPase	458	150.00	-70.00	150.00	-70.00
TIGR01354	equivalog	cyt_deam_tetra	cytidine deaminase	135	140.00	60.00	140.00	60.00
TIGR01355	equivalog	cyt_deam_dimer	cytidine deaminase	311	310.00	-120.00	310.00	-120.00
TIGR01356	equivalog	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	444	275.00	-40.00	275.00	-40.00
TIGR01357	equivalog	aroB	3-dehydroquinate synthase	361	360.00	290.00	360.00	290.00
TIGR01358	equivalog	DAHP_synth_II	3-deoxy-7-phosphoheptulonate synthase	450	800.00	600.00	800.00	600.00
TIGR01359	subfamily	UMP_CMP_kin_fam	UMP-CMP kinase family	189	280.00	244.00	280.00	244.00
TIGR01360	equivalog	aden_kin_iso1	adenylate kinase	191	400.00	240.00	400.00	240.00
TIGR01361	equivalog_domain	DAHP_synth_Bsub	phospho-2-dehydro-3-deoxyheptonate aldolase	262	300.00	40.00	300.00	40.00
TIGR01362	equivalog	KDO8P_synth	3-deoxy-8-phosphooctulonate synthase	279	400.00	50.00	400.00	50.00
TIGR01363	subfamily_domain	strep_his_triad	streptococcal histidine triad protein	376	200.00	15.00	20.00	5.00
TIGR01364	equivalog	serC_1	phosphoserine transaminase	391	600.00	-200.00	600.00	-200.00
TIGR01365	equivalog	serC_2	phosphoserine transaminase	379	400.00	35.00	400.00	35.00
TIGR01366	equivalog	serC_3	putative phosphoserine transaminase	362	400.00	25.00	400.00	25.00
TIGR01367	equivalog	pyrE_Therm	orotate phosphoribosyltransferase	205	150.00	40.00	150.00	40.00
TIGR01368	equivalog_domain	CPSaseIIsmall	carbamoyl-phosphate synthase, small subunit	383	350.00	-150.00	350.00	-150.00
TIGR01369	equivalog_domain	CPSaseII_lrg	carbamoyl-phosphate synthase, large subunit	1089	1000.00	-300.00	1000.00	-300.00
TIGR01370	equivalog	cysRS	possible cysteine--tRNA ligase	325	125.00	-125.00	125.00	-125.00
TIGR01371	equivalog	met_syn_B12ind	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	778	1200.00	-200.00	1200.00	-200.00
TIGR01372	subfamily	soxA	sarcosine oxidase, alpha subunit family	1026	1500.00	1000.00	1500.00	1000.00
TIGR01373	subfamily	soxB	sarcosine oxidase, beta subunit family	407	700.00	0.00	700.00	0.00
TIGR01374	subfamily	soxD	sarcosine oxidase, delta subunit family	85	150.00	0.00	150.00	0.00
TIGR01375	subfamily	soxG	sarcosine oxidase, gamma subunit family	154	175.00	-35.00	175.00	-35.00
TIGR01376	repeat	POMP_repeat	Chlamydial polymorphic outer membrane protein repeat	28	15.00	5.00	5.00	0.00
TIGR01377	subfamily	soxA_mon	sarcosine oxidase, monomeric form	401	600.00	100.00	600.00	100.00
TIGR01378	equivalog	thi_PPkinase	thiamine pyrophosphokinase	211	40.00	20.00	40.00	20.00
TIGR01379	equivalog	thiL	thiamine-monophosphate kinase	336	150.00	10.00	150.00	10.00
TIGR01380	equivalog	glut_syn	glutathione synthase	322	290.00	-50.00	290.00	-50.00
TIGR01381	equivalog	E1_like_apg7	E1-like protein-activating enzyme Gsa7p/Apg7p	689	600.00	0.00	600.00	0.00
TIGR01382	subfamily	PfpI	intracellular protease, PfpI family	189	160.00	100.00	160.00	100.00
TIGR01383	subfamily	not_thiJ	DJ-1 family protein	186	120.00	110.00	120.00	110.00
TIGR01384	equivalog	TFS_arch	transcription factor S	111	35.00	20.00	35.00	20.00
TIGR01385	equivalog	TFSII	transcription elongation factor S-II	371	200.00	-75.00	200.00	-75.00
TIGR01386	subfamily	cztS_silS_copS	heavy metal sensor kinase	483	200.00	110.00	200.00	110.00
TIGR01387	subfamily	cztR_silR_copR	heavy metal response regulator	219	340.00	315.00	340.00	315.00
TIGR01388	equivalog	rnd	ribonuclease D	374	250.00	-25.00	250.00	-25.00
TIGR01389	equivalog	recQ	ATP-dependent DNA helicase RecQ	607	700.00	500.00	700.00	500.00
TIGR01390	equivalog	CycNucDiestase	2',3'-cyclic-nucleotide 2'-phosphodiesterase	634	1110.00	320.00	1110.00	320.00
TIGR01391	equivalog_domain	dnaG	DNA primase	424	275.00	0.00	275.00	0.00
TIGR01392	equivalog	homoserO_Ac_trn	homoserine O-acetyltransferase	395	250.00	-65.00	250.00	-65.00
TIGR01393	equivalog	lepA	GTP-binding protein LepA	598	550.00	-200.00	550.00	-200.00
TIGR01394	equivalog	TypA_BipA	GTP-binding protein TypA/BipA	609	1000.00	-100.00	1000.00	-100.00
TIGR01395	equivalog	FlgC	flagellar basal-body rod protein FlgC	147	100.00	25.00	100.00	25.00
TIGR01396	equivalog	FlgB	flagellar basal-body rod protein FlgB	134	55.00	20.00	55.00	20.00
TIGR01397	equivalog	fliM_switch	flagellar motor switch protein FliM	328	200.00	20.00	200.00	20.00
TIGR01398	equivalog	FlhA	flagellar biosynthesis protein FlhA	713	900.00	725.00	900.00	725.00
TIGR01399	subfamily	hrcV	type III secretion protein, HrcV family	709	850.00	750.00	850.00	750.00
TIGR01400	equivalog	fliR	flagellar biosynthetic protein FliR	248	150.00	105.00	150.00	105.00
TIGR01401	equivalog	fliR_like_III	type III secretion apparatus protein SpaR/YscT/HrcT	262	100.00	80.00	100.00	80.00
TIGR01402	equivalog	fliQ	flagellar biosynthetic protein FliQ	88	106.00	90.00	106.00	90.00
TIGR01403	subfamily	fliQ_rel_III	type III secretion protein, HrpO family	81	80.00	70.00	80.00	70.00
TIGR01404	subfamily	FlhB_rel_III	type III secretion protein, YscU/HrpY family	346	365.00	325.00	365.00	325.00
TIGR01405	equivalog	polC_Gram_pos	DNA polymerase III, alpha subunit, Gram-positive type	1264	1000.00	0.00	1000.00	0.00
TIGR01406	equivalog	dnaQ_proteo	DNA polymerase III, epsilon subunit	246	250.00	20.00	250.00	20.00
TIGR01407	hypoth_equivalog	dinG_rel	putative DnaQ family exonuclease/DinG family helicase	944	500.00	-35.00	500.00	-35.00
TIGR01408	subfamily	Ube1	ubiquitin-activating enzyme E1	1033	700.00	0.00	700.00	0.00
TIGR01409	domain	TAT_signal_seq	Tat (twin-arginine translocation) pathway signal sequence	34	7.50	-2.00	7.50	-2.00
TIGR01410	equivalog	tatB	twin arginine-targeting protein translocase TatB	82	50.00	29.00	50.00	29.00
TIGR01411	subfamily	tatAE	twin arginine-targeting protein translocase, TatA/E family	48	55.00	25.00	55.00	25.00
TIGR01412	hypoth_equivalog	tat_substr_1	Tat-translocated enzyme	448	500.00	-150.00	500.00	-150.00
TIGR01413	superfamily	Dyp_perox_fam	Dyp-type peroxidase family	392	50.00	-20.00	50.00	-20.00
TIGR01414	domain	autotrans_barl	outer membrane autotransporter barrel domain	454	10.00	-7.50	10.00	-7.50
TIGR01415	hypoth_equivalog	trpB_rel	pyridoxal-phosphate dependent TrpB-like enzyme	426	600.00	110.00	600.00	110.00
TIGR01416	equivalog	Rieske_proteo	ubiquinol-cytochrome c reductase, iron-sulfur subunit	192	125.00	16.00	125.00	16.00
TIGR01417	equivalog_domain	PTS_I_fam	phosphoenolpyruvate-protein phosphotransferase	576	175.00	45.00	175.00	45.00
TIGR01418	equivalog	PEP_synth	phosphoenolpyruvate synthase	877	800.00	-100.00	800.00	-100.00
TIGR01419	equivalog	nitro_reg_IIA	PTS IIA-like nitrogen-regulatory protein PtsN	149	170.00	155.00	170.00	155.00
TIGR01420	subfamily	pilT_fam	twitching motility protein	350	300.00	100.00	300.00	100.00
TIGR01421	equivalog	gluta_reduc_1	glutathione-disulfide reductase	475	700.00	480.00	700.00	480.00
TIGR01422	equivalog	phosphonatase	phosphonoacetaldehyde hydrolase	254	185.00	25.00	185.00	25.00
TIGR01423	equivalog	trypano_reduc	trypanothione-disulfide reductase	486	900.00	450.00	900.00	450.00
TIGR01424	equivalog	gluta_reduc_2	glutathione-disulfide reductase	478	775.00	600.00	775.00	600.00
TIGR01425	equivalog	SRP54_euk	signal recognition particle protein SRP54	453	750.00	575.00	750.00	575.00
TIGR01426	subfamily	MGT	glycosyltransferase, MGT family	429	-65.00	-90.00	-65.00	-90.00
TIGR01427	subfamily_domain	PTS_IIC_fructo	PTS system, Fru family, IIC component	405	100.00	10.00	100.00	10.00
TIGR01428	equivalog	HAD_type_II	haloacid dehalogenase, type II	207	100.00	10.00	100.00	10.00
TIGR01429	equivalog	AMP_deaminase	AMP deaminase	616	1000.00	-325.00	1000.00	-325.00
TIGR01430	equivalog	aden_deam	adenosine deaminase	346	200.00	-15.00	200.00	-15.00
TIGR01431	subfamily	adm_rel	adenosine deaminase-related growth factor	486	200.00	-200.00	200.00	-200.00
TIGR01432	equivalog	QOXA	cytochrome aa3 quinol oxidase, subunit II	229	275.00	215.00	275.00	215.00
TIGR01433	equivalog	CyoA	ubiquinol oxidase, subunit II	228	290.00	200.00	290.00	200.00
TIGR01434	equivalog	glu_cys_ligase	glutamate--cysteine ligase	518	290.00	80.00	290.00	80.00
TIGR01435	equivalog	glu_cys_lig_rel	glutamate--cysteine ligase/gamma-glutamylcysteine synthetase	754	600.00	-200.00	600.00	-200.00
TIGR01436	equivalog	glu_cys_lig_pln	glutamate--cysteine ligase	446	500.00	-200.00	500.00	-200.00
TIGR01437	hypoth_equivalog	selA_rel	uncharacterized pyridoxal phosphate-dependent enzyme	364	400.00	-40.00	400.00	-40.00
TIGR01438	subfamily	TGR	thioredoxin and glutathione reductase	513	600.00	400.00	600.00	400.00
TIGR01439	domain	lp_hng_hel_AbrB	transcriptional regulator, AbrB family	44	22.80	20.00	22.80	20.00
TIGR01440	hypoth_equivalog	TIGR01440	TIGR01440 family protein	172	150.00	-50.00	150.00	-50.00
TIGR01441	equivalog	GPR	GPR endopeptidase	365	185.00	0.00	185.00	0.00
TIGR01442	subfamily	SASP_gamma	small, acid-soluble spore protein, gamma-type	90	30.00	10.00	15.00	10.00
TIGR01443	domain	intein_Cterm	intein C-terminal splicing region	25	15.00	7.00	10.00	5.00
TIGR01444	subfamily_domain	fkbM_fam	methyltransferase, FkbM family	142	23.00	8.00	23.00	8.00
TIGR01445	domain	intein_Nterm	intein N-terminal splicing region	78	35.00	5.00	35.00	5.00
TIGR01446	domain	DnaD_dom	DnaD domain protein	74	15.00	6.50	15.00	6.50
TIGR01447	equivalog	recD	exodeoxyribonuclease V, alpha subunit	753	300.00	175.00	300.00	175.00
TIGR01448	hypoth_equivalog	recD_rel	helicase, RecD/TraA family	769	500.00	-120.00	500.00	-120.00
TIGR01449	equivalog	PGP_bact	phosphoglycolate phosphatase, bacterial	230	150.00	70.00	150.00	70.00
TIGR01450	equivalog	recC	exodeoxyribonuclease V, gamma subunit	1207	400.00	-100.00	400.00	-100.00
TIGR01451	domain	B_ant_repeat	conserved repeat domain	53	20.00	14.00	12.00	10.00
TIGR01452	subfamily	PGP_euk	phosphoglycolate/pyridoxal phosphate phosphatase family	288	185.00	125.00	185.00	125.00
TIGR01453	subfamily	grpIintron_endo	group I intron endonuclease	281	36.30	15.00	36.30	15.00
TIGR01454	hypoth_equivalog	AHBA_synth_RP	AHBA synthesis associated protein	206	210.00	105.00	210.00	105.00
TIGR01455	equivalog	glmM	phosphoglucosamine mutase	450	440.00	225.00	440.00	225.00
TIGR01456	hypoth_equivalog	CECR5	HAD hydrolase, TIGR01456 family	325	75.00	-50.00	75.00	-50.00
TIGR01457	hypoth_equivalog	HAD-SF-IIA-hyp2	HAD hydrolase, TIGR01457 family	251	260.00	135.00	260.00	135.00
TIGR01458	hypoth_equivalog	HAD-SF-IIA-hyp3	HAD hydrolase, TIGR01458 family	258	150.00	35.00	150.00	35.00
TIGR01459	hypoth_equivalog	HAD-SF-IIA-hyp4	HAD hydrolase, TIGR01459 family	243	70.00	35.00	70.00	35.00
TIGR01460	subfamily	HAD-SF-IIA	HAD hydrolase, family IIA	304	84.00	-36.00	84.00	-36.00
TIGR01461	equivalog	greB	transcription elongation factor GreB	157	200.00	140.00	200.00	140.00
TIGR01462	subfamily_domain	greA	transcription elongation factor GreA	155	165.00	145.00	165.00	145.00
TIGR01463	subfamily	mtaA_cmuA	methyltransferase, MtaA/CmuA family	350	200.00	0.00	200.00	0.00
TIGR01464	equivalog	hemE	uroporphyrinogen decarboxylase	351	350.00	-50.00	350.00	-50.00
TIGR01465	equivalog	cobM_cbiF	precorrin-4 C11-methyltransferase	252	300.00	150.00	300.00	150.00
TIGR01466	equivalog_domain	cobJ_cbiH	precorrin-3B C17-methyltransferase	254	300.00	-30.00	300.00	-30.00
TIGR01467	equivalog	cobI_cbiL	precorrin-2 C20-methyltransferase	243	150.00	15.00	150.00	15.00
TIGR01468	equivalog	cobL_cbiET	precorrin-6Y C5,15-methyltransferase (decarboxylating)	399	70.00	-40.00	70.00	-40.00
TIGR01469	equivalog_domain	cobA_cysG_Cterm	uroporphyrinogen-III C-methyltransferase	242	160.00	158.00	160.00	158.00
TIGR01470	subfamily_domain	cysG_Nterm	siroheme synthase, N-terminal domain	209	12.00	-12.00	12.00	-12.00
TIGR01471	equivalog	kdpB	potassium-transporting ATPase, B subunit	677	30.00	-120.00	30.00	-120.00
TIGR01472	equivalog	gmd	GDP-mannose 4,6-dehydratase	365	540.00	-100.00	540.00	-100.00
TIGR01473	equivalog	cyoE_ctaB	protoheme IX farnesyltransferase	297	200.00	10.00	200.00	10.00
TIGR01474	equivalog	ubiA_proteo	4-hydroxybenzoate polyprenyl transferase	291	300.00	70.00	300.00	70.00
TIGR01475	hypoth_equivalog	ubiA_other	putative 4-hydroxybenzoate polyprenyltransferase	301	125.00	70.00	125.00	70.00
TIGR01476	subfamily	chlor_syn_BchG	bacteriochlorophyll/chlorophyll synthetase	295	150.00	-25.00	150.00	-25.00
TIGR01477	paralog	RIFIN	variant surface antigen, rifin family	395	100.00	-160.00	100.00	-160.00
TIGR01478	paralog	STEVOR	variant surface antigen, stevor family	315	100.00	-125.00	100.00	-125.00
TIGR01479	equivalog	GMP_PMI	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478	300.00	40.00	300.00	40.00
TIGR01480	subfamily	copper_res_A	copper-resistance protein, CopA family	644	500.00	20.00	500.00	20.00
TIGR01481	equivalog	ccpA	catabolite control protein A	332	550.00	315.00	550.00	315.00
TIGR01482	subfamily	SPP-subfamily	Sucrose-phosphate phosphatase subfamily	247	80.00	75.00	80.00	75.00
TIGR01483	subfamily	see-TIGR00099	Cof-like hydrolase	270	125.00	75.00	125.00	75.00
TIGR01484	subfamily	HAD-SF-IIB	HAD hydrolase, family IIB	261	24.00	0.00	24.00	0.00
TIGR01485	equivalog	SPP_plant-cyano	sucrose phosphatase	257	150.00	5.00	150.00	5.00
TIGR01486	subfamily	HAD-SF-IIB-MPGP	mannosyl-3-phosphoglycerate phosphatase family	262	100.00	60.00	100.00	60.00
TIGR01487	hypoth_equivalog	SPP-like	SPP-like hydrolase, Archaeal	223	85.00	70.00	85.00	70.00
TIGR01488	subfamily	HAD-SF-IB	HAD phosphoserine phosphatase-like hydrolase, family IB	204	45.00	20.00	45.00	20.00
TIGR01489	subfamily	DKMTPPase-SF	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	207	55.00	15.00	55.00	15.00
TIGR01490	hypoth_equivalog	HAD-SF-IB-hyp1	HAD hydrolase, family IB	204	75.00	65.00	75.00	65.00
TIGR01491	hypoth_equivalog	HAD-SF-IB-PSPlk	Phosphoserine phosphatase-like hydrolase, archaeal	203	150.00	85.00	150.00	85.00
TIGR01492	domain	CPW_WPC	Plasmodium falciparum CPW-WPC domain	69	25.00	8.00	12.00	8.00
TIGR01493	subfamily	HAD-SF-IA-v2	HAD hydrolase, family IA, variant 2	162	-12.50	-25.00	-12.50	-25.00
TIGR01494	subfamily	ATPase_P-type	HAD ATPase, P-type, family IC	478	60.00	20.00	60.00	20.00
TIGR01495	paralog	ETRAMP	early transcribed membrane protein (ETRAMP) family	99	0.00	-15.00	0.00	-15.00
TIGR01496	equivalog	DHPS	dihydropteroate synthase	268	125.00	-110.00	125.00	-110.00
TIGR01497	equivalog	kdpB	K+-transporting ATPase, B subunit	675	340.00	-30.00	340.00	-30.00
TIGR01498	equivalog	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	134	10.00	-50.00	10.00	-50.00
TIGR01499	subfamily	folC	bifunctional protein FolC	460	40.00	-50.00	40.00	-50.00
TIGR01500	equivalog	sepiapter_red	sepiapterin reductase	267	200.00	75.00	200.00	75.00
TIGR01501	equivalog	MthylAspMutase	methylaspartate mutase, S subunit	134	175.00	25.00	175.00	25.00
TIGR01502	equivalog	B_methylAsp_ase	methylaspartate ammonia-lyase	414	250.00	-100.00	250.00	-100.00
TIGR01503	equivalog	MthylAspMut_E	methylaspartate mutase, E subunit	481	300.00	-50.00	300.00	-50.00
TIGR01504	equivalog	glyox_carbo_lig	glyoxylate carboligase	593	800.00	450.00	800.00	450.00
TIGR01505	equivalog	tartro_sem_red	2-hydroxy-3-oxopropionate reductase	291	400.00	325.00	400.00	325.00
TIGR01506	equivalog	ribC_arch	riboflavin synthase	152	100.00	-50.00	100.00	-50.00
TIGR01507	equivalog	hopene_cyclase	squalene-hopene cyclase	666	429.40	82.00	429.40	82.00
TIGR01508	equivalog	rib_reduct_arch	diaminohydroxyphosphoribosylaminopyrimidine reductase	224	195.00	155.00	195.00	155.00
TIGR01509	subfamily	HAD-SF-IA-v3	HAD hydrolase, family IA, variant 3	156	-5.00	-15.00	-5.00	-15.00
TIGR01510	equivalog	coaD_prev_kdtB	pantetheine-phosphate adenylyltransferase	163	80.00	-25.00	80.00	-25.00
TIGR01511	equivalog	ATPase-IB1_Cu	copper-translocating P-type ATPase	545	435.00	400.00	435.00	400.00
TIGR01512	equivalog	ATPase-IB2_Cd	cadmium-translocating P-type ATPase	494	510.00	480.00	510.00	480.00
